요리명,조리방법,조리분류,열량,탄수화물,단백질,지방,나트륨,재료
새우살토마토스튜,끓이기,국&찌개,67.1,6.1,5.5,2.3,280.4,"새우살 30g, 토마토 20g, 양파 15g, 당근 10g, 애호박 15g, 건다시마 3g, 버터 3g, 케찹 5g,10g, 후추 0.1g, 소금 0.2g, 물 300ml"
견과류문어떡갈비,굽기,반찬,329,24.5,27.1,13.6,156,"돈민찌 80g, 우민찌 30g, 떡 40g, 문어 3g, 배 5g, 호두 3g, 아몬드 3g, 다진마늘 5g, 다진파 5g, 찹쌀가루 5g, 참기름 1g, 후추 1g, 밀가루 0.5g, 식용유 5g, 대추 2g, 잣 2g"
배물김치,기타,반찬,27.93,6.42,0.41,0.07,3.37,"배 30g, 미나리 1g, 청홍고추 0.2g, 감자 4g, 설탕 3g, 마늘 2g, 생강 1g, 물 100ml"
성주참외동치미,기타,반찬,37.47,8.1,0.9,0.16,80.06,"참외 20g, 양파 10g, 배 5g, 대파 3g, 마늘 3g, 홍고추 1g, 생강 1g, 식초 4g, 설탕 3g,  누룩소금 0.5g, 물 150ml"
애호박 순대,찌기,일품,165.4,30.9,6.7,1.7,129.2,"두부 8g, 생새우 45g, 팽이버섯 3g, 당근 3g, 깻잎 1g, 파프리카 3g, 다진 소고기 8g, 감자전분 50g, 달걀흰자 60g, 애호박 저염 간장 1g, 식초 1g, 적양파 2g"
버터치킨카레,끓이기,반찬,493.1,22.4,34.3,29.6,204.5,"양파 당근 토마토 닭고기 가슴살 다릿살 각 200g, 생크림 200g, 파프리카 바게트 월계수잎 통후추 정향 요거트 가람마살라 코리앤더파우더 커민파우더 다진 마늘 파프리카가루 소금 버터"
소고기찜과 검은콩수제비,찌기,일품,264.2,16.1,30.8,8.5,437.1,"팽이버섯 느타리버섯 알배추 쪽파 가지 당근 흰다리새우 관자 삶은 검은콩 소고기 불고기용 부채살 200g, 숙주 달걀노른자 쑥갓 미니 단호박 생표고버섯 청경채 소금 통밀가루 돼지감자가루 현미쌀가루 저염 간장 맛술 꿀 레몬즙 다진 쪽파 다진 청양고추"
케이준 스타일 닭고기 요리,굽기,반찬,303,4.2,19.8,22,62,"닭가슴살 100g, 식용유 8g, 파프리카가루 2g, 키엔페퍼 1g, 양파가루 1g, 마늘가루 1g, 후추 1g, 흰후춧가루 1g, 오레가노마른것 0.5g, 타임 마른것 0.5g, 바질마른것 1g, 로즈마리마른것 0.5g, * 황설탕 1g"
헝가리안 폭찹,끓이기,반찬,314.1,3.5,18.6,20.6,110,"돼지등심 100g, 물 50g, 사워크림 30g, 실파다진것 4g, [소스소개] 파프리카가루 3g, 머스터드 씨드 2.5g, 코리앤더 씨드 1g, 양파즙 13g, 마늘가루 1g"
구운 닭고기 샐러드와 저나트륨 과일 드레싱,굽기,반찬,246.5,17.3,13.1,14.5,175,"닭가슴살 60g, 양상추 18g, 방울토마토 18g, 브로컬리 20g, [소스소개] 파인애플통조림 40g, 키위 20g, 사과 10g, 양파 4g, 올리브오일 6g, 레몬즙 3.2g, 설탕 3.2g, 소금 0.4g"
돼지고기 수육 부추부침,끓이기,반찬,202.4,10.3,9.4,13.2,257,"돼지고기 삼겹살 40g, 대파 5g, 마늘 5g, 생강 1.5g, 통후추 0.5g, 영양부추 10g,양파 2.5g, 무 15g, 소금 0.1g, 식초 1.5g, 설탕 1g, [소스소개] 고추기름 1g, 간장 2g, 발사믹식초 10g, 설탕 5g, 저나트륨 두부 두부 15g, 된장 2g, 청·홍고추다진것 1g, 물 2.5g"
쇠고기 채소볶음,볶기,반찬,191,4.7,9.4,14.8,219,"쇠고기 40g, 생표고버섯 16g, 양송이버섯 9g, 애느타리버섯 12g, 흰목이버섯 0.4g, 목이버섯 0.4g, 샐러리 4g, 홍피망 8g, 정종 2g, 간장 2g, 육수 10g, 후춧가루 0.2g, 참기름 1g, 식용유 9g, [소스소개] 전분 2g, 달걀 2g"
낙지볶음면,볶기,일품,154.6,27.6,9.8,0.9,270,"낙지 20g, 쭈꾸미 20g, 생면 80g, 배추 20g, 양파 13g, 느타리버섯 13g, 표고버섯 13g, [소스소개] 청피망 8g, 홍피망 5g, 청양고추 15g, 대파 13g, 굴소스 1g, 고춧가루 2g, 매운고춧가루 2g, 소금 0.2g"
지중해 소스를 곁들인 도미스테이크,굽기,일품,290,7,23,13.8,81,"도미 100g, 후춧가루 0.1g, 밀가루 4g, 식용유 12g, 화이트와인 50g, 물 50g, 파슬리다진것 1g,[소스소개] 토마토 20g, 올리브 10g, 케이퍼 3g, 양파다진것 5g, 마늘다진것 2g, 토마토 15g, 바질 3g"
해산물 샤브샤브,끓이기,국&찌개,125,5.8,12,6.1,144,"새우 13g, 모시조개 15g, 굴 25g, 패주 5g, 오징어 10g, 당귀잎 2.5g, 배추잎 2.5g, 샐러리잎 2.5g, 백만송이버섯 2.5g, 쑥갓 1.3g, 팽이버섯 1.3g, 곤약 2.5g, 단호박 5g, [소스소개] 다시물 9g, 볶은통깨 3.8g, 피넷버터 5.8g, 맛술 0.5g, 식초 1g, 타비스코 소스 1g, 진간장 1g"
고등어구이,굽기,반찬,279.9,6.3,14.7,20.3,105,"고등어 70g, 밀가루 4g,[소스소개] 간장 1g, 올리브오일 13g, 발사믹식초 6g, 꿀 4g"
골뱅이무침,기타,반찬,104,17.5,5.1,2.4,202,"골뱅이 25g, 양파 13g, 대파 0.8g, 오이 25g, 미나리 13g, 깻잎 3g, [소스소개] 고추가루 1g, 생강즙 1g, 사과주스 10g, 설탕 10g, 고추장 2g, 식초 3g, 깨소금 1g, 참기름 1.3g, 마늘다진것 1g, 청고추 5g, 홍고추 5g"
굴 두부 국,끓이기,국&찌개,49.5,3.5,4.8,2.8,257,"굴 20g, 두부 20g, 마늘다진것 1g, 실파 2g, 김 0.3g, 새우젓 0.5g, 소금 0.2g, 참기름 1g, 다시마 육수 100g, 홍고추 1g"
과일퓨레수제함박스테이크,굽기,반찬,166,14.9,11.7,6.6,377.5,"쇠고기 12g, 돼지고기 23g, 도라지 1.3g, 사과 2.2g, 배 2.2g, 깐연근 1.7g, 토마토 9g, 깐양파 9.5g, 양송이버섯 1.3g, 당근 11.4g, 청피망 2.3g, 달걀 7g, 빵가루 5g, 파인애플 6.6g, 방울토마토 3g, 버터 1.2g, 밀가루 1.2g, 레몬 0.8g, 후추 1g, 생강 1g, 소금 0.1g"
달콤과일깍두기,기타,반찬,19.9,3.8,0.7,0.2,19.8,"무 20g, 배 10g, 참외 10g, 마늘 1g, 새우젓 0.5g, 생강 0.5g, 실파 1g,
 고춧가루 1g, 통깨 0.5g"
비트 단호박 파스타,기타,일품,340.5,40.5,6.9,16.8,136.4,"삶은 스파게티 80g, 감자 10g, 파르메산 치즈가루 어린잎채소 비트 40g, 올리브유 30g, 스리라차소스 5g, 마늘 10g, 미니 단호박 70g, 생크림 100g, 설탕 3g"
해조비빔국수,기타,기타,106.2,21.2,2.7,1.2,357.6,"오이 양파 파프리카 도토리묵 250g, 해조국수 1팩=180g, 스테비아 식초 간장 스리라차소스 매실청 다진 마늘 참깨"
닭봉 로제스튜,끓이기,일품,379,14.3,28,23.3,340.6,"양파 마늘 감자 파프리카 당근 브로콜리 닭봉 통조림 홀토마토 2캔=822g, 생크림 파르메산 치즈가루 월계수잎 소금 후춧가루 올리브유 화이트와인 강황 코리앤더가루 커민 레드크러쉬드 페퍼 바질가루 오레가노가루 버터"
수제새우소시지,굽기,반찬,266.5,41.7,10.1,6.6,317,양파 칵테일새우 라이스페이퍼 깻잎 감자전분 후춧가루 레몬즙 다진 마늘 올리브유 다진 마늘 올리고당 파슬리가루
금태찜,찌기,반찬,73.8,7.6,10.8,0.6,305,"금태 50g, 소금 0.1g, 흰후춧가루 0.1g, 청주 3g, 생강즙 3g, 녹말가루 1g, 콩나물 16g, 미나리 12g, 느타리버섯 16g, 홍고추 0.8g, 당근 10g, 대파 4g, 무 16g, [소스소개] 다시마국물 100g, 간장 2g, 맛술 2g, 식초 1g"
김자반,기타,반찬,45.2,10.4,4.8,0.9,232,"김 10g, 마늘 8g, 생강 5g, 통깨 1.3g, [소스소개] 물 30g, 간장 2g, 설탕 2g, 물엿 1g, 식초 1g, 홍고추 1g"
꽁치 양념구이,굽기,반찬,234.4,28.9,12.7,7.2,169,"꽁치 60g, 후춧가루 0.1g, 밀가루 4g, 녹말가루 8g, 식용유 2g, [소스소개] 토마토케첩 2g, 고추장 2g, 마늘 2g, 생강즙 2.4g, 청고추다진것 4g, 홍고추다진것 2g, 물엿 20g, 간장 1g, 물 75g, 맛술 5g"
꽃게강정,튀기기,반찬,261,21.9,17.6,11.1,470,"꽃게 120g, 후춧가루 0.3g, 청고추 1g, 홍고추 1g, 토마토케첩 4g, 마늘 1.3g, 생강 0.5g, 생강즙 4g, 찹쌀가루 8g, 식용유 10g, [소스소개] 매운 고춧가루 1.3g, 맛술 8g, 간장 2g, 물엿 10g"
낙지강회,끓이기,반찬,51.9,7.1,6.8,0.4,153,"낙지 50g, 실파 30g, 미역마른것 3g, 쌈다시마 0.5g, 당근 10g, [소스소개] 고추장 1g, 식초 2g, 설탕 2g, 사과주스 5g, 고춧가루 1g"
낙지 잣소스 냉채,끓이기,반찬,226.7,18.5,10,14.3,233,"낙지 50g, 오이 20g, 밤 15g, 미나리 15g, 배 30g, 홍피망 12g, [소스소개] 잣20g, 배즙 37.5 흰후춧가루 0.1g,레몬즙 5g, 소금 0.3g"
두부 해산물 꼬치구이,굽기,반찬,182.6,2.6,15.6,12.8,146,"두부 100g, 소라살 16g, 패주 16g, 소금 0.2 [소스소개] 마늘 0.2g, 올리브유 7g, 바질다진것 0.6g, 방울토마토 8g"
마 두부 오징어전,굽기,반찬,173.3,16.8,10.6,8.8,159,"두부 60g, 마 60g, 표고버섯마른것 3.5g, 오징어 6g, 소금 0.2g, 후춧가루 0.1g, 녹말 0.8g, 식용유 4.8g, 홍고추 0.5g,[소스소개] 간장 1.5g, 조미술 1.5g, 설탕 0.5g, 식초 0.5g"
멸치 찹쌀양념 튀김,튀기기,반찬,212.9,17.6,8.8,13.1,181,"멸치중간것 10g, 찹쌀가루 5g, 식용유 2g, 땅콩 13g, [소스소개] 고추장 2g, 간장 0.5g, 양파즙 10g, 마늘즙 1g, 생강즙 0.5g, 맛술 5g, 설탕 3g, 물엿 3g, 식용유 2g, 참기름 0.3g, 흑임자 4g, 실파 5g"
미역 물오징어 연두부 초회,끓이기,반찬,48.3,3.9,7,1.2,171,"연두부큰것 25g, 불린미역 25g, 물오징어 25g, 꽈리고추 4.2g, [소스소개] 고추장 2.5g, 간장 0.8g, 물엿 1g, 레몬즙 0.8g, 식초 0.8g, 마늘다진것 0.2g, 생강즙 1g, 파다진것 0.2g, 참기름 0.1g, 통깨 0.2g"
부추조개살 콩비지조림,끓이기,반찬,36,5.3,3.3,0.5,62,"콩비지 20g, 조갯살 20g, 부추 5g, 당근 5g, [소스소개] 간장 1g, 청주 1g, 조미술 1g, 설탕 1g, 생강즙 1g, 마늘다진것 0.5g"
연어냉채,기타,반찬,129,7.4,9.4,6.7,398,"훈재연어 40g, 흰후춧가루 0.01g, 녹말가루 2.4g, 오이 3.8g, 래디쉬 15g, 샐러리 7.5g, 배 7.5g, [소스소개] 파인애플 3g, 파인애플 통조림 국물 4.5g, 올리브오일 3.6g, 레몬즙 1.5g, 사과 4.5g, 소금 0.2g, 설탕 1.5g"
오징어말이 케첩조림,끓이기,반찬,152.2,8.8,20,4.3,190,"오징어 80g, 당근 17g, 시금치 17g, 달걀 19g, 표고버섯마른것 7g, 식용유 1.4g, 밀가루 1.1g, [소스소개] 마늘다진것 1.1g, 양파다진것 1.1g, 토마토케첩 2g, 물 60g, 후춧가루0.1g"
오징어보쌈과 저나트륨 된장소스,끓이기,반찬,46.2,1.8,8.1,0.7,192,"갑오징어 50g, 당근 9g, 오이 9g, 상추 7g, [소스소개] 된장 1.6g, 양파 1.3g, 물 6.6g, 식초 0.4g, 설탕 0.2g, 청고추 0.2g, 홍고추 0.2g"
칠리새우,튀기기,반찬,192.6,16.3,10.7,8.9,159,"백새우 40g, 케첩 4g, 대파 6g, 녹말가루 3g, 밀가루 6g, 달걀 10g, 완두콩 4g, 식용유 5g, 참기름 0.5g, [소스소개] 두반장 1g, 고추기름 3g, 설탕 6g, 마늘 2g, 생강 0.2g, 청주 2g, 식초 3g"
"연근샐러드, 흑임자소스",기타,반찬,28.76,3.82,0.69,1.19,4.9,"흑임자 30g, 연근 80g, 레몬 20g, 마요네즈 15g, 플레인요거트 15g, 식초 5g"
단호박함박스테이크,굽기,반찬,323.8,36.5,17.5,12,311.5,"돼지고기 30g, 소고기 20g, 단호박 20g, 양파 10g, 마늘 1g, 당근 7g, 계란20g, 빵가루 5g, 우유 50ml 콩기름 2g, 소금 0.4g, 후추 0.1g, 올리고당 3g"
배깍두기,기타,반찬,65.06,13.74,0.96,0.42,6.56,"배 80g, 부추 5g, 고춧가루 5g, 매실청 3g, 설탕 2g, 참깨 1g"
닭고기 찰깨빵,기타,일품,500.6,80.1,16.7,12.6,852.1,"방울토마토 60g, 양파 70g, 파프리카 120g, 할라피뇨 10g, 훈제 닭가슴살 40g, 찰깨빵 45g, 모차렐라치즈 30g, 파슬리가루 설탕 1g, 소금 0.5g, 레몬즙 후춧가루 0.5g"
레몬연어 파피요트,찌기,일품,431.7,8.3,33.3,29.5,121.1,"브로콜리 애호박 레몬 양파 노랑 파프리카 방울토마토 마늘 연어 필레 270g, 로즈메리 올리브유 레몬즙 올리브유 소금 후춧가루 다진 양파"
떡꼬치구이,굽기,기타,160.9,34.9,3.1,1,214,"떡볶이떡 40g, 파 3.5g, 양파 7g, 식용유 3g,
 케첩 8g, 스리라차 3g, 올리고당 2g, 다진마늘 2g, 간장 1g, 참기름 1g, 통깨 0.5g"
아보카도 두부 샐러드,기타,반찬,246.2,8.5,11.6,38.7,362,"연두부 50g, 아보카도작은것 35g, 게살냉동 50g, 양파 25g, 민트 0.25g,[소스소개] 고추냉이 고추냉이 갠것 6g, 간장 1g, 소금 0.2g, 레몬즙 10g, 올리브유엑스트라버전 30g"
과일 젤리,기타,후식,143.4,32.8,1.1,0.1,25.3,"젤라틴 5g, 자몽주수 100g, 귤통조림 20g, 파인애플통조림 5g, 체리 15g, 설탕 15g"
복숭아샤벳,기타,후식,92.8,24.3,1.6,0.3,7,"복숭아 150g, 식혜 100g, 설탕시럽 20g, 민트 0.1g"
과일 주스 조림,기타,후식,182,39.4,1.5,0.5,7,"천도복숭아 30g, 자두 20g, 체리 40g, 산딸기 20g, 블루베리 10g, 사과 30g, 포도 10g, 포도주스 50g, 설탕 20g"
감자를 곁들인 야채스튜,끓이기,반찬,87,14.8,3.4,2.4,30,"양파 15 청피망 15g, 가지 10g, 애호박 18g, 양송이버섯 8g, 마늘다진것 2g, 토마토콩카세 10g, 감자 50g, 올리브오일 1g, 닭육수 15g, 토마토페이스트 8g, 생크림 5g, 우유 8g, 소금적당량 후추 적당량"
김치 고구마밥,끓이기,밥,247.9,54,3.9,2.4,233,"고구마 15g, 쌀 40g, 물 40g, 김치 8g, 사과작은것 95g, 참기름 1g, 마늘다진것 1g,[소스1]간장 1g, 국간장 1g, 고춧가루 1g, 다진마늘 1g, 통깨 1g, 실파송송썬것 1.5g, 참기름 0.5g"
돈불고기 파인애플볶음,볶기,반찬,113.18,5.65,9.03,6.05,187.59,"돼지고기 120g, 파인애플 35g, 양배추 15g, 양파 10g, 당근 7g, 대파 5g, 설탕 5g, 부추 1g, 마늘 2g, 참기름 3g, 간장 5g"
비름나물 된장무침,기타,반찬,60.3,4.5,3.4,3.2,130.4,"비름나물 70g, 양파 10g, 마늘 3g, 생강 1g,
 물 200g, 다시마 5g,
 된장 2g, 고추장 1g, 마요네즈 2g, 고춧가루 1g,
 참깨 1g, 참기름 4g"
소고기 들깨 알토란탕,끓이기,국&찌개,146.42,17.4,7.57,5.17,675.68,"소고기 3g, 무 20g, 알토란 30g, 대파 15g, 느타리버섯 10g, 고사리 10g, 콩나물 10g, 고춧가루 10g, 깻잎순 3g, 들깨가루 15g, 소금 3g, 간장 3g"
과일삼겹살조림&파채무침,찌기,반찬,205.5,15.9,16.3,8.5,186.9,"돼지고기 70.8g, 새싹채소 2.8g, 깐대파 3.5g, 파인애플 1.5g, 배 1.5g, 사과 1.5g, 깐양파 2g, 진간장 1.2g, 깐마늘 1.2g, 깐생강 0.3g, 고춧가루 0.17g, 레몬 1g, 식초 0.4g, 설탕 0.1g, 국간장 0.1g"
곤약백김치말이,기타,반찬,46.99,3.2,6.28,1.01,171.08,"판곤약 60g, 부추 2g, 파프리카 각 7g, 대왕오징어채 30g, 백김치 30g, 양조식초 3g"
꽈리고추 닭강정,볶기,반찬,566.2,32.8,35.8,32.4,744,"꽈리고추 2줌=100g, 양파 건고추 마늘 대파 닭다릿살 400g, 백후춧가루 식용유 참깨 전분 달걀흰자 굴소스 올리고당 다진 마늘 생강가루 후춧가루"
참치두부 주먹밥,기타,밥,299.7,20.9,24.7,13.1,248.3,"두부 1모=300g, 파프리카 깻잎 잡곡밥 70g, 통조림 참치 50g, 스테비아 간장 참기름"
대구 크림스튜,끓이기,반찬,186,4.4,28.1,5.5,406,"양파다진것 10g, 청피망다진것 10g, 마늘다진것 2g, 청고추다진것 2g, 대구살 35g, 토마토콩카세 30g, 땅콩버터 1g, 생크림 13g, 파프리카가루 1g, 새우 20g, 올리브오일 1g, 소금적당량 후추적당량"
대추죽,끓이기,일품,132,29.4,3,0.8,2,"좁쌀 15g, 대추 10g, 깐밤 5g, 찹쌀가루 10g, 물 70g, 소금적당량"
돼지고기 토마토 두부볶음,볶기,반찬,157,8,10.1,9.8,294,"돼지고기목살 30g, 두부 30g, 토마토 50g, 생강다진것 5g, 파다진것 5g, 땅콩기름 5g, 간장 5g, 닭육수 10g, 물전분 10g, 소금적당량"
멜론스프,기타,일품,86,21.9,1.9,0.2,22,"멜론 110g, 오렌지 30g, 레몬 5g, 탄산수 30g, 레몬껍질 2g, 전분 3g, 설탕 5g,[장식재료선택] 멜론자두생크림민트"
미니버거,굽기,일품,123,8.4,10.2,5.5,226,"양파다진것 3g, 브로컬리다진것 3g, 당근다진것 3g, 바질다진것 1g, 달걀 6g, 쇠고기다진것 25g, 돼지고기갈은것 10g, 빵가루 5g, 마요네즈 1g, 토마토케첩 1g, 미니버거빵 12g, 양상추 2g, 토마토 8g, 후추 적당량"
바질 고구마 옥수수빵(플렌타),찌기,후식,161,23.3,7.8,4.6,229,"시금치 10g, 바질 3g, 고구마 30g, 옥수수가루플렌타가루 15g, 파마산치즈 10g, 모짜렐라 치즈 10g"
밥스틱,튀기기,밥,219.2,32.8,6.1,7.6,227,"당근다진것 10g, 양파다진것 15g, 홍피망다진것 10g, 청피망다진것 10g, 햄다진것 10g, 밥 10g, 카레가루 2g, 춘권피 30g, 치즈 5g, 튀김기름 3g, 소금적당량 후춧가루 적당량"
버섯 리조또,끓이기,밥,325,59,807,4.9,125,"쌀 70g, 양송이버섯 15g, 마늘다진것 2g, 닭육수 180g, 파슬리다진것 2g, 타임다진것 0.5 올리브오일 1.5g, 파마산치즈 3g, 버터 1g, 소금적당량 후추적당량"
버섯 참치 무른밥,끓이기,밥,145,23.3,5.4,3,1,"불린 쌀 30g, 물 92g, 참치살 10g, 표고버섯 5g, 무 5g, 양파 5g, 참기름 2g, 통깨 1g, 소금적당량"
송이 미역국,끓이기,국&찌개,136,25.7,4.3,2.4,309,"불린 쌀 30g, 양송이버섯 10g, 당근 10g, 양파 3g, 마른미역 5g, 참기름 2g, 물 90g"
시금치 배 미음,끓이기,밥,137,30.1,3.5,0.4,12,"불린쌀 30g, 물 90g, 배 25g, 시금치 20g, 꿀 5g"
어린이 스시,끓이기,밥,135,11.3,6.7,6.4,200,"밥 120g, 달걀 삶은것 20g, 슬라이스햄 5g, 슬라이스치즈 5g, 양파 3g, 샐러리 3g, 캔참치 3g, 칵테일새우 5g, 날치알 3g, 마요네즈 5g,[초대리] 식초 5g, 설탕 3g, 소금적당량"
에멘탈 치즈 퐁듀,끓이기,후식,109,10.1,6.9,5,106,"에멘탈 치즈 20g, 마늘 2g, 넉맥5g, 닭육수 30g,물전분 2g, 바케트빵 6g, 방울토마토 30g, 키위 20g, 소금적당량 후추 적당량"
"두부구이, 버섯소스",굽기,반찬,91.12,2.85,7.02,5.74,1.97,"두부 100g, 느타리버섯 10g, 발사믹크림 5g, 올리브유 5g, 올리고당 5g, 쪽파 1g, 간장 5g"
고구마 김치,기타,반찬,95.86,22.44,0.91,0.27,1.44,"고구마 35g, 미나리 3g, 홍고추 1g, 고춧가루 0.8g, 올리고당 0.5g, 마늘 1g, 젓갈 0.5g, 참깨 0.5g"
담양식떡갈비&야채쌈,굽기,반찬,200.4,3.9,23.9,8.9,197.1,"우육 60g, 돈육 30g, 두부 30g, 양파 5g, 대파 5g, 상추 30g, 깻잎 10g, 해바라기씨 2g, 간장 0.5g, 설탕 5g, 쌈장 5g"
단감피클,기타,반찬,148.51,36.44,0.25,0.19,5.24,"단감 60g, 식초 15g, 설탕 25g, 물 15ml"
들깨 삼계면,기타,일품,448.5,69.9,27.4,6.6,214.4,"삼계탕용 닭 250g, 우유 삼계탕 티백 70g, 메밀면 100g, 깻잎 바질 삼계탕 육수 사과식초 30g, 홍고추 사과 삼계탕 육수 들깻가루 20g, 소금 2g"
골뱅이무침과 삼겹살수육,찌기,반찬,504.8,12.6,30.4,37,709.8,"삼겹살 900g, 파채 100g, 월계수잎 맛술 설탕 고춧가루 간장 고추장 다진 마늘 레몬즙 골뱅이 국물"
완두콩 스프,끓이기,일품,169,20.8,12.4,4.7,117,"양파다진것 10g, 샐러리다진것 5g, 베이컨 13g, 완두콩 80g, 육수 120g, 생크림 2g, 소금 적당량 후추 적당량"
유부 만두찜,찌기,반찬,114,8.7,9.31,6.1,163,"유부 10g, 미나리 10g, 두부 20g, 닭가슴살 15g, 양파채썬것 15g, 당근채썬것 10g, 건표고버섯 5g, 시금치 10g, 소금적당량 흰 후춧가루 적당량 깨소금 1g, 참기름 1g, [초간장] 멸치 육수 3g, 간장 2g, 식초 2g, 설탕 1g"
펜네 파스타 샐러드,끓이기,반찬,213,34.2,7.3,4.7,72,"펜넬파스타 40g, 청피망 10g, 홍피망 10g, 양파 10g, 완두콩 5g, 블랙올리브 2g, 아스파라거스 2g, 토마토콩카세 15g, 파마산치즈 4g, 소금적당량 [바질 페스토] 잣 2g, 올리브오일 2g, 바질 3g, 믹서에 갈아줌"
해산물 옥수수 오븐구이,굽기,반찬,112,8.5,9,4.7,211,"달걀 30g, 새우 5g, 바지락 3g, 도미살 5g, 슬라이스 햄 3g, 실파 2g, 토마토 10g, 애호박 25g, 캔 옥수수 20g, 슬라이스 치즈 8g, 홍고추 1g, 바질 1g, 올리브오일 1g, 마늘다진것 1g, 소금적당량 후춧가루 적당량"
향향 볶음밥,볶기,밥,104,18.9,5.6,1.3,10,"감자 10g, 오이 10g, 목이버섯 5g, 닭고기 15g, 닭 육수 10g, 밥 50g, 파 9g, 식물성기름 1g, 소금적당량"
흑임자 두부국,끓이기,국&찌개,164,23.6,7.1,4.8,2,"불린 쌀 30g, 으깬 두부 35g, 검은 깨 5g, 물 90g, 소금적당량"
과일 요구르트 샐러드,기타,반찬,77,18.2,2.6,0.2,20,"멜론 30g, 사과 30g, 바나나 20g, 오렌지 30g, 플레인 요구르트 30g, 레몬주스 5g, 오렌지주스 5g"
단호박 스프,끓이기,일품,102,16,3.1,3.8,46,"버터 2g, 마늘 1g, 양파 10g, 샐러리 5g, 생강 1g, 닭육수 100g, 단호박 50g, 고구마 15g, 우유 10g, 라임주스 1g, 생크림 5g, 소금적당량 후추적당량"
새우 완자탕,끓이기,국&찌개,87,9.3,9.9,1.1,205,"새우 살 40g, 달걀흰자 5g, 전분 4g, 당면불린것 10g, 팽이버섯 10g, 부추 5g, 홍고추 3g, 다시마육수 70g, 국간장 1g, 마늘다진것 2g, 소금적당량 흰 후춧가루 적당량"
